image_id,modality,organ,annotated_region,source
I11191,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11192,MRI,Lung,Muscle abnormality,MIDRC
I11193,CT,Lung,Brain abnormality,RAD-ChestXR
I11194,MRI,Abdomen,Brain abnormality,MIDRC
I11195,CT,Brain,Muscle abnormality,RAD-ChestXR
I11196,MRI,Muscle,Brain abnormality,MIDRC
I11197,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11198,MRI,Brain,Brain abnormality,MIDRC
I11199,CT,Muscle,Brain abnormality,RAD-ChestXR
I11200,MRI,Abdomen,Lung abnormality,MIDRC
I11201,CT,Muscle,Brain abnormality,RAD-ChestXR
I11202,MRI,Lung,Lung abnormality,MIDRC
I11203,CT,Muscle,Brain abnormality,RAD-ChestXR
I11204,MRI,Muscle,Abdomen abnormality,MIDRC
I11205,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11206,MRI,Brain,Abdomen abnormality,MIDRC
I11207,CT,Brain,Brain abnormality,RAD-ChestXR
I11208,MRI,Muscle,Abdomen abnormality,MIDRC
I11209,CT,Lung,Brain abnormality,RAD-ChestXR
I11210,MRI,Brain,Abdomen abnormality,MIDRC
I11211,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11212,MRI,Abdomen,Abdomen abnormality,MIDRC
I11213,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11214,MRI,Abdomen,Muscle abnormality,MIDRC
I11215,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11216,MRI,Muscle,Muscle abnormality,MIDRC
I11217,CT,Lung,Lung abnormality,RAD-ChestXR
I11218,MRI,Brain,Brain abnormality,MIDRC
I11219,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11220,MRI,Muscle,Lung abnormality,MIDRC
I11221,CT,Brain,Muscle abnormality,RAD-ChestXR
I11222,MRI,Brain,Brain abnormality,MIDRC
I11223,CT,Muscle,Brain abnormality,RAD-ChestXR
I11224,MRI,Brain,Abdomen abnormality,MIDRC
I11225,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11226,MRI,Abdomen,Lung abnormality,MIDRC
I11227,CT,Muscle,Lung abnormality,RAD-ChestXR
I11228,MRI,Brain,Muscle abnormality,MIDRC
I11229,CT,Lung,Muscle abnormality,RAD-ChestXR
I11230,MRI,Lung,Muscle abnormality,MIDRC
I11231,CT,Muscle,Brain abnormality,RAD-ChestXR
I11232,MRI,Muscle,Muscle abnormality,MIDRC
I11233,CT,Brain,Muscle abnormality,RAD-ChestXR
I11234,MRI,Brain,Abdomen abnormality,MIDRC
I11235,CT,Muscle,Lung abnormality,RAD-ChestXR
I11236,MRI,Lung,Muscle abnormality,MIDRC
I11237,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11238,MRI,Lung,Abdomen abnormality,MIDRC
I11239,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11240,MRI,Abdomen,Brain abnormality,MIDRC
I11241,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11242,MRI,Lung,Abdomen abnormality,MIDRC
I11243,CT,Lung,Lung abnormality,RAD-ChestXR
I11244,MRI,Abdomen,Abdomen abnormality,MIDRC
I11245,CT,Brain,Lung abnormality,RAD-ChestXR
I11246,MRI,Muscle,Brain abnormality,MIDRC
I11247,CT,Lung,Brain abnormality,RAD-ChestXR
I11248,MRI,Lung,Abdomen abnormality,MIDRC
I11249,CT,Lung,Brain abnormality,RAD-ChestXR
I11250,MRI,Brain,Muscle abnormality,MIDRC
I11251,CT,Brain,Muscle abnormality,RAD-ChestXR
I11252,MRI,Abdomen,Brain abnormality,MIDRC
I11253,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11254,MRI,Brain,Lung abnormality,MIDRC
I11255,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11256,MRI,Brain,Brain abnormality,MIDRC
I11257,CT,Brain,Brain abnormality,RAD-ChestXR
I11258,MRI,Muscle,Brain abnormality,MIDRC
I11259,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11260,MRI,Lung,Brain abnormality,MIDRC
I11261,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11262,MRI,Muscle,Abdomen abnormality,MIDRC
I11263,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11264,MRI,Abdomen,Lung abnormality,MIDRC
I11265,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11266,MRI,Abdomen,Lung abnormality,MIDRC
I11267,CT,Muscle,Brain abnormality,RAD-ChestXR
I11268,MRI,Brain,Muscle abnormality,MIDRC
I11269,CT,Muscle,Lung abnormality,RAD-ChestXR
I11270,MRI,Lung,Muscle abnormality,MIDRC
I11271,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11272,MRI,Brain,Brain abnormality,MIDRC
I11273,CT,Lung,Muscle abnormality,RAD-ChestXR
I11274,MRI,Muscle,Abdomen abnormality,MIDRC
I11275,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11276,MRI,Brain,Muscle abnormality,MIDRC
I11277,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11278,MRI,Muscle,Brain abnormality,MIDRC
I11279,CT,Lung,Lung abnormality,RAD-ChestXR
I11280,MRI,Muscle,Abdomen abnormality,MIDRC
I11281,CT,Lung,Muscle abnormality,RAD-ChestXR
I11282,MRI,Brain,Abdomen abnormality,MIDRC
I11283,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11284,MRI,Brain,Abdomen abnormality,MIDRC
I11285,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11286,MRI,Abdomen,Brain abnormality,MIDRC
I11287,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11288,MRI,Brain,Muscle abnormality,MIDRC
I11289,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11290,MRI,Brain,Abdomen abnormality,MIDRC
I11291,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11292,MRI,Brain,Abdomen abnormality,MIDRC
I11293,CT,Brain,Brain abnormality,RAD-ChestXR
I11294,MRI,Lung,Muscle abnormality,MIDRC
I11295,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11296,MRI,Brain,Brain abnormality,MIDRC
I11297,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11298,MRI,Abdomen,Brain abnormality,MIDRC
I11299,CT,Muscle,Lung abnormality,RAD-ChestXR
I11300,MRI,Muscle,Brain abnormality,MIDRC
I11301,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11302,MRI,Abdomen,Brain abnormality,MIDRC
I11303,CT,Brain,Brain abnormality,RAD-ChestXR
I11304,MRI,Muscle,Brain abnormality,MIDRC
I11305,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11306,MRI,Lung,Lung abnormality,MIDRC
I11307,CT,Lung,Muscle abnormality,RAD-ChestXR
I11308,MRI,Brain,Abdomen abnormality,MIDRC
I11309,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11310,MRI,Lung,Lung abnormality,MIDRC
I11311,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11312,MRI,Lung,Lung abnormality,MIDRC
I11313,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11314,MRI,Muscle,Muscle abnormality,MIDRC
I11315,CT,Lung,Lung abnormality,RAD-ChestXR
I11316,MRI,Brain,Muscle abnormality,MIDRC
I11317,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11318,MRI,Abdomen,Abdomen abnormality,MIDRC
I11319,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11320,MRI,Abdomen,Muscle abnormality,MIDRC
I11321,CT,Muscle,Brain abnormality,RAD-ChestXR
I11322,MRI,Abdomen,Lung abnormality,MIDRC
I11323,CT,Brain,Lung abnormality,RAD-ChestXR
I11324,MRI,Lung,Muscle abnormality,MIDRC
I11325,CT,Lung,Muscle abnormality,RAD-ChestXR
I11326,MRI,Lung,Brain abnormality,MIDRC
I11327,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11328,MRI,Brain,Brain abnormality,MIDRC
I11329,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11330,MRI,Muscle,Lung abnormality,MIDRC
I11331,CT,Muscle,Brain abnormality,RAD-ChestXR
I11332,MRI,Brain,Muscle abnormality,MIDRC
I11333,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11334,MRI,Lung,Muscle abnormality,MIDRC
I11335,CT,Muscle,Lung abnormality,RAD-ChestXR
I11336,MRI,Abdomen,Lung abnormality,MIDRC
I11337,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11338,MRI,Muscle,Muscle abnormality,MIDRC
I11339,CT,Muscle,Lung abnormality,RAD-ChestXR
I11340,MRI,Lung,Lung abnormality,MIDRC
I11341,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11342,MRI,Abdomen,Brain abnormality,MIDRC
I11343,CT,Lung,Brain abnormality,RAD-ChestXR
I11344,MRI,Brain,Lung abnormality,MIDRC
I11345,CT,Lung,Lung abnormality,RAD-ChestXR
I11346,MRI,Abdomen,Lung abnormality,MIDRC
I11347,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11348,MRI,Brain,Brain abnormality,MIDRC
I11349,CT,Lung,Muscle abnormality,RAD-ChestXR
I11350,MRI,Abdomen,Brain abnormality,MIDRC
I11351,CT,Muscle,Brain abnormality,RAD-ChestXR
I11352,MRI,Brain,Lung abnormality,MIDRC
I11353,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11354,MRI,Brain,Abdomen abnormality,MIDRC
I11355,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11356,MRI,Abdomen,Muscle abnormality,MIDRC
I11357,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11358,MRI,Brain,Brain abnormality,MIDRC
I11359,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11360,MRI,Brain,Brain abnormality,MIDRC
I11361,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11362,MRI,Abdomen,Abdomen abnormality,MIDRC
I11363,CT,Brain,Muscle abnormality,RAD-ChestXR
I11364,MRI,Brain,Brain abnormality,MIDRC
I11365,CT,Lung,Lung abnormality,RAD-ChestXR
I11366,MRI,Brain,Muscle abnormality,MIDRC
I11367,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11368,MRI,Abdomen,Abdomen abnormality,MIDRC
I11369,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11370,MRI,Lung,Brain abnormality,MIDRC
I11371,CT,Lung,Muscle abnormality,RAD-ChestXR
I11372,MRI,Lung,Brain abnormality,MIDRC
I11373,CT,Muscle,Lung abnormality,RAD-ChestXR
I11374,MRI,Lung,Abdomen abnormality,MIDRC
I11375,CT,Lung,Brain abnormality,RAD-ChestXR
I11376,MRI,Lung,Muscle abnormality,MIDRC
I11377,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11378,MRI,Muscle,Lung abnormality,MIDRC
I11379,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11380,MRI,Muscle,Brain abnormality,MIDRC
I11381,CT,Muscle,Brain abnormality,RAD-ChestXR
I11382,MRI,Brain,Lung abnormality,MIDRC
I11383,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11384,MRI,Muscle,Muscle abnormality,MIDRC
I11385,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11386,MRI,Brain,Abdomen abnormality,MIDRC
I11387,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11388,MRI,Muscle,Abdomen abnormality,MIDRC
I11389,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11390,MRI,Lung,Brain abnormality,MIDRC
I11391,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11392,MRI,Lung,Lung abnormality,MIDRC
I11393,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11394,MRI,Lung,Abdomen abnormality,MIDRC
I11395,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11396,MRI,Lung,Brain abnormality,MIDRC
I11397,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11398,MRI,Muscle,Abdomen abnormality,MIDRC
I11399,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11400,MRI,Muscle,Lung abnormality,MIDRC
I11401,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11402,MRI,Brain,Muscle abnormality,MIDRC
I11403,CT,Brain,Lung abnormality,RAD-ChestXR
I11404,MRI,Lung,Abdomen abnormality,MIDRC
I11405,CT,Brain,Brain abnormality,RAD-ChestXR
I11406,MRI,Muscle,Muscle abnormality,MIDRC
I11407,CT,Brain,Muscle abnormality,RAD-ChestXR
I11408,MRI,Brain,Abdomen abnormality,MIDRC
I11409,CT,Muscle,Brain abnormality,RAD-ChestXR
I11410,MRI,Muscle,Muscle abnormality,MIDRC
I11411,CT,Brain,Brain abnormality,RAD-ChestXR
I11412,MRI,Muscle,Lung abnormality,MIDRC
I11413,CT,Brain,Muscle abnormality,RAD-ChestXR
I11414,MRI,Brain,Muscle abnormality,MIDRC
I11415,CT,Lung,Lung abnormality,RAD-ChestXR
I11416,MRI,Lung,Abdomen abnormality,MIDRC
I11417,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11418,MRI,Abdomen,Brain abnormality,MIDRC
I11419,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11420,MRI,Lung,Brain abnormality,MIDRC
I11421,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11422,MRI,Abdomen,Muscle abnormality,MIDRC
I11423,CT,Lung,Muscle abnormality,RAD-ChestXR
I11424,MRI,Lung,Brain abnormality,MIDRC
I11425,CT,Brain,Muscle abnormality,RAD-ChestXR
I11426,MRI,Muscle,Abdomen abnormality,MIDRC
I11427,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11428,MRI,Muscle,Muscle abnormality,MIDRC
I11429,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11430,MRI,Lung,Brain abnormality,MIDRC
I11431,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11432,MRI,Brain,Abdomen abnormality,MIDRC
I11433,CT,Brain,Muscle abnormality,RAD-ChestXR
I11434,MRI,Muscle,Brain abnormality,MIDRC
I11435,CT,Brain,Brain abnormality,RAD-ChestXR
I11436,MRI,Abdomen,Lung abnormality,MIDRC
I11437,CT,Muscle,Brain abnormality,RAD-ChestXR
I11438,MRI,Lung,Lung abnormality,MIDRC
I11439,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11440,MRI,Abdomen,Brain abnormality,MIDRC
I11441,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11442,MRI,Lung,Muscle abnormality,MIDRC
I11443,CT,Brain,Brain abnormality,RAD-ChestXR
I11444,MRI,Abdomen,Muscle abnormality,MIDRC
I11445,CT,Brain,Lung abnormality,RAD-ChestXR
I11446,MRI,Muscle,Brain abnormality,MIDRC
I11447,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11448,MRI,Brain,Lung abnormality,MIDRC
I11449,CT,Brain,Muscle abnormality,RAD-ChestXR
I11450,MRI,Lung,Muscle abnormality,MIDRC
I11451,CT,Muscle,Lung abnormality,RAD-ChestXR
I11452,MRI,Lung,Lung abnormality,MIDRC
I11453,CT,Lung,Brain abnormality,RAD-ChestXR
I11454,MRI,Lung,Muscle abnormality,MIDRC
I11455,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11456,MRI,Brain,Muscle abnormality,MIDRC
I11457,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11458,MRI,Muscle,Lung abnormality,MIDRC
I11459,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11460,MRI,Brain,Abdomen abnormality,MIDRC
I11461,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11462,MRI,Abdomen,Lung abnormality,MIDRC
I11463,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11464,MRI,Muscle,Abdomen abnormality,MIDRC
I11465,CT,Brain,Lung abnormality,RAD-ChestXR
I11466,MRI,Muscle,Lung abnormality,MIDRC
I11467,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11468,MRI,Abdomen,Lung abnormality,MIDRC
I11469,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11470,MRI,Lung,Lung abnormality,MIDRC
I11471,CT,Brain,Lung abnormality,RAD-ChestXR
I11472,MRI,Brain,Brain abnormality,MIDRC
I11473,CT,Brain,Brain abnormality,RAD-ChestXR
I11474,MRI,Muscle,Lung abnormality,MIDRC
I11475,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11476,MRI,Brain,Muscle abnormality,MIDRC
I11477,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11478,MRI,Lung,Muscle abnormality,MIDRC
I11479,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11480,MRI,Brain,Muscle abnormality,MIDRC
I11481,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11482,MRI,Lung,Lung abnormality,MIDRC
I11483,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11484,MRI,Muscle,Brain abnormality,MIDRC
I11485,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11486,MRI,Brain,Muscle abnormality,MIDRC
I11487,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11488,MRI,Muscle,Abdomen abnormality,MIDRC
I11489,CT,Brain,Brain abnormality,RAD-ChestXR
I11490,MRI,Abdomen,Abdomen abnormality,MIDRC
I11491,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11492,MRI,Muscle,Lung abnormality,MIDRC
I11493,CT,Muscle,Brain abnormality,RAD-ChestXR
I11494,MRI,Lung,Abdomen abnormality,MIDRC
I11495,CT,Muscle,Brain abnormality,RAD-ChestXR
I11496,MRI,Lung,Brain abnormality,MIDRC
I11497,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11498,MRI,Abdomen,Abdomen abnormality,MIDRC
I11499,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11500,MRI,Abdomen,Abdomen abnormality,MIDRC
I11501,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11502,MRI,Muscle,Abdomen abnormality,MIDRC
I11503,CT,Brain,Brain abnormality,RAD-ChestXR
I11504,MRI,Muscle,Muscle abnormality,MIDRC
I11505,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11506,MRI,Lung,Brain abnormality,MIDRC
I11507,CT,Brain,Brain abnormality,RAD-ChestXR
I11508,MRI,Abdomen,Lung abnormality,MIDRC
I11509,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11510,MRI,Abdomen,Abdomen abnormality,MIDRC
I11511,CT,Lung,Lung abnormality,RAD-ChestXR
I11512,MRI,Lung,Muscle abnormality,MIDRC
I11513,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11514,MRI,Brain,Abdomen abnormality,MIDRC
I11515,CT,Lung,Lung abnormality,RAD-ChestXR
I11516,MRI,Abdomen,Brain abnormality,MIDRC
I11517,CT,Brain,Brain abnormality,RAD-ChestXR
I11518,MRI,Lung,Brain abnormality,MIDRC
I11519,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11520,MRI,Brain,Brain abnormality,MIDRC
I11521,CT,Brain,Muscle abnormality,RAD-ChestXR
I11522,MRI,Abdomen,Abdomen abnormality,MIDRC
I11523,CT,Brain,Muscle abnormality,RAD-ChestXR
I11524,MRI,Brain,Muscle abnormality,MIDRC
I11525,CT,Brain,Brain abnormality,RAD-ChestXR
I11526,MRI,Lung,Brain abnormality,MIDRC
I11527,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11528,MRI,Brain,Muscle abnormality,MIDRC
I11529,CT,Brain,Muscle abnormality,RAD-ChestXR
I11530,MRI,Muscle,Muscle abnormality,MIDRC
I11531,CT,Brain,Brain abnormality,RAD-ChestXR
I11532,MRI,Brain,Muscle abnormality,MIDRC
I11533,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11534,MRI,Brain,Abdomen abnormality,MIDRC
I11535,CT,Brain,Lung abnormality,RAD-ChestXR
I11536,MRI,Lung,Brain abnormality,MIDRC
I11537,CT,Lung,Muscle abnormality,RAD-ChestXR
I11538,MRI,Abdomen,Abdomen abnormality,MIDRC
I11539,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11540,MRI,Lung,Abdomen abnormality,MIDRC
I11541,CT,Brain,Muscle abnormality,RAD-ChestXR
I11542,MRI,Muscle,Abdomen abnormality,MIDRC
I11543,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11544,MRI,Abdomen,Lung abnormality,MIDRC
I11545,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11546,MRI,Abdomen,Lung abnormality,MIDRC
I11547,CT,Brain,Brain abnormality,RAD-ChestXR
I11548,MRI,Brain,Abdomen abnormality,MIDRC
I11549,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11550,MRI,Abdomen,Lung abnormality,MIDRC
I11551,CT,Lung,Lung abnormality,RAD-ChestXR
I11552,MRI,Abdomen,Brain abnormality,MIDRC
I11553,CT,Lung,Muscle abnormality,RAD-ChestXR
I11554,MRI,Brain,Lung abnormality,MIDRC
I11555,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11556,MRI,Muscle,Brain abnormality,MIDRC
I11557,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11558,MRI,Abdomen,Lung abnormality,MIDRC
I11559,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11560,MRI,Abdomen,Abdomen abnormality,MIDRC
I11561,CT,Brain,Brain abnormality,RAD-ChestXR
I11562,MRI,Abdomen,Abdomen abnormality,MIDRC
I11563,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11564,MRI,Lung,Brain abnormality,MIDRC
I11565,CT,Muscle,Lung abnormality,RAD-ChestXR
I11566,MRI,Muscle,Lung abnormality,MIDRC
I11567,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11568,MRI,Brain,Lung abnormality,MIDRC
I11569,CT,Lung,Lung abnormality,RAD-ChestXR
I11570,MRI,Lung,Lung abnormality,MIDRC
I11571,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11572,MRI,Muscle,Abdomen abnormality,MIDRC
I11573,CT,Brain,Muscle abnormality,RAD-ChestXR
I11574,MRI,Lung,Abdomen abnormality,MIDRC
I11575,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11576,MRI,Abdomen,Abdomen abnormality,MIDRC
I11577,CT,Lung,Muscle abnormality,RAD-ChestXR
I11578,MRI,Abdomen,Abdomen abnormality,MIDRC
I11579,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11580,MRI,Lung,Muscle abnormality,MIDRC
I11581,CT,Muscle,Lung abnormality,RAD-ChestXR
I11582,MRI,Brain,Lung abnormality,MIDRC
I11583,CT,Brain,Muscle abnormality,RAD-ChestXR
I11584,MRI,Abdomen,Brain abnormality,MIDRC
I11585,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11586,MRI,Brain,Muscle abnormality,MIDRC
I11587,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11588,MRI,Abdomen,Abdomen abnormality,MIDRC
I11589,CT,Muscle,Brain abnormality,RAD-ChestXR
I11590,MRI,Abdomen,Abdomen abnormality,MIDRC
I11591,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11592,MRI,Lung,Muscle abnormality,MIDRC
I11593,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11594,MRI,Brain,Muscle abnormality,MIDRC
I11595,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11596,MRI,Brain,Muscle abnormality,MIDRC
I11597,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11598,MRI,Abdomen,Abdomen abnormality,MIDRC
I11599,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11600,MRI,Abdomen,Abdomen abnormality,MIDRC
I11601,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11602,MRI,Abdomen,Muscle abnormality,MIDRC
I11603,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11604,MRI,Lung,Lung abnormality,MIDRC
I11605,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11606,MRI,Muscle,Lung abnormality,MIDRC
I11607,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11608,MRI,Lung,Lung abnormality,MIDRC
I11609,CT,Lung,Muscle abnormality,RAD-ChestXR
I11610,MRI,Muscle,Abdomen abnormality,MIDRC
I11611,CT,Abdomen,Lung abnormality,RAD-ChestXR
I11612,MRI,Abdomen,Muscle abnormality,MIDRC
I11613,CT,Brain,Brain abnormality,RAD-ChestXR
I11614,MRI,Lung,Abdomen abnormality,MIDRC
I11615,CT,Muscle,Muscle abnormality,RAD-ChestXR
I11616,MRI,Lung,Lung abnormality,MIDRC
I11617,CT,Brain,Lung abnormality,RAD-ChestXR
I11618,MRI,Brain,Abdomen abnormality,MIDRC
I11619,CT,Lung,Lung abnormality,RAD-ChestXR
I11620,MRI,Brain,Muscle abnormality,MIDRC
I11621,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11622,MRI,Muscle,Brain abnormality,MIDRC
I11623,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11624,MRI,Brain,Abdomen abnormality,MIDRC
I11625,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11626,MRI,Abdomen,Lung abnormality,MIDRC
I11627,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11628,MRI,Brain,Brain abnormality,MIDRC
I11629,CT,Brain,Muscle abnormality,RAD-ChestXR
I11630,MRI,Abdomen,Muscle abnormality,MIDRC
I11631,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11632,MRI,Lung,Abdomen abnormality,MIDRC
I11633,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11634,MRI,Lung,Muscle abnormality,MIDRC
I11635,CT,Brain,Abdomen abnormality,RAD-ChestXR
I11636,MRI,Lung,Abdomen abnormality,MIDRC
I11637,CT,Brain,Lung abnormality,RAD-ChestXR
I11638,MRI,Lung,Abdomen abnormality,MIDRC
I11639,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11640,MRI,Lung,Brain abnormality,MIDRC
I11641,CT,Brain,Lung abnormality,RAD-ChestXR
I11642,MRI,Muscle,Brain abnormality,MIDRC
I11643,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11644,MRI,Lung,Lung abnormality,MIDRC
I11645,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I11646,MRI,Muscle,Abdomen abnormality,MIDRC
I11647,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11648,MRI,Lung,Brain abnormality,MIDRC
I11649,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11650,MRI,Muscle,Abdomen abnormality,MIDRC
I11651,CT,Lung,Abdomen abnormality,RAD-ChestXR
I11652,MRI,Abdomen,Muscle abnormality,MIDRC
I11653,CT,Lung,Lung abnormality,RAD-ChestXR
I11654,MRI,Brain,Brain abnormality,MIDRC
I11655,CT,Lung,Muscle abnormality,RAD-ChestXR
I11656,MRI,Muscle,Brain abnormality,MIDRC
I11657,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11658,MRI,Muscle,Abdomen abnormality,MIDRC
I11659,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I11660,MRI,Brain,Abdomen abnormality,MIDRC
I11661,CT,Brain,Lung abnormality,RAD-ChestXR
I11662,MRI,Lung,Lung abnormality,MIDRC
I11663,CT,Lung,Brain abnormality,RAD-ChestXR
I11664,MRI,Abdomen,Abdomen abnormality,MIDRC
I11665,CT,Lung,Lung abnormality,RAD-ChestXR
I11666,MRI,Muscle,Muscle abnormality,MIDRC
I11667,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I11668,MRI,Brain,Muscle abnormality,MIDRC
I11669,CT,Abdomen,Brain abnormality,RAD-ChestXR
I11670,MRI,Lung,Abdomen abnormality,MIDRC
